keys,es,en,pt_BR,zh_CN
BIRSTALLRACHEL1,Xandria...,Xandria...,Xandria…,珊德莉雅……
BIRSTALLRACHEL2,Uh... ... ...,Uh... ... ...,Uh... ... …,呃…… …… ……
BIRSTALLRACHEL3,"Vamos, despierta.","Come on, wake up.","Vamos, acorde.",快醒醒。
BIRSTALLRACHEL4,... Otra vez teniendo pesadillas…,... Having nightmares again…,... Tendo pesadelos novamente…,……又做噩梦了……
BIRSTALLRACHEL5,Señora Rachel...,Ms. Rachel...,Senhora Rachel...,瑞秋女士……
DLG3_1710539613,"Oh, señorita Xandria, usted es un ángel.","Oh, Miss Xandria, you are an angel.","Oh, Senhorita Xandria, você é um anjo.",哦，珊德莉雅小姐，你真像天使一样。
DLG4_1710539613,Gracias...,Thank you...,Obrigado…,谢谢你……
DLG5_1710539613,Veo que su nieto se encuentra mejor.,I see your grandson is feeling better.,Vejo que seu neto está se sentindo melhor.,我看您孙子的状况好多了。
DLG6_1710539613,Así es. Hemos seguido las indicaciones de los alquimistas de La Orden.,That's right. We have followed the instructions of the alchemists of The Order.,Sim. Estamos seguindo as instruções dos alquimistas d’A Ordem.,是啊。我们都照着教团炼金术师的指示在做。
DLG7_1710539613,"Tomamos precauciones, y bebemos los medicamentos de nos ofrecen.","We take precautions, and we drink the medicines they offer us.",Tomamos precauções e tomamos os remédios que eles nos oferecem.,我们做好预防，也会喝他们给的药。
DLG8_1710539613,No podemos decir que hemos superado esta crisis en su totalidad.,We cannot say that we have overcome this crisis in its entirety.,Não podemos dizer que superamos esta crise por completo.,虽然还不能说我们已经完全度过这场危机。
DLG9_1710539613,Pero agradezco que usted y La Orden trabajen arduamente para ayudarnos.,But I appreciate that you and The Order are working hard to help us.,Mas aprecio que você e a Ordem estejam trabalhando duro para nos ajudar.,但我真的很感谢你，也感谢教团为了帮助我们而如此尽心尽力。
DLG11_1710539613,"Bien, me voy...","Well, I'm off...","Bom, estou indo…",好了，我先走了……
DLG12_1710539613,Permítame obsequiarle algo.,Allow me to give you a gift.,Deixe-me lhe dar um presente.,请让我送你一份礼物。
DLG13_1710539613,No es necesario...,It's not necessary...,Não é necessário…,不必了……
DLG14_1710539613,"No es mucho, pero creo que usted podrá darle un buen uso.","It's not much, but I think you'll be able to put it to good use.","Não é muito, mas acho que você poderá fazer bom uso dele.",虽然不是什么贵重东西，但我想你应该用得上。
DLG20_1710539613,Hola...,Hello...,Olá…,你好……
DLG22_1710539613,"Oh, una forastera... ¿te has perdido?","Oh, a stranger... Are you lost?","Oh, uma forasteira... Está perdida?",哦，是个陌生人……你迷路了吗？
DLG23_1710539613,"Tal vez, ¿en donde estoy?","Maybe, where am I?","Talvez, onde estou?",也许吧，这里是哪里？
DLG25_1710539613,Usted se encuentra en la ciudad de Birstall.,You are in the town of Birstall.,Você está na cidade de Birstall.,这里是比尔斯托尔镇。
DLG26_1710539613,Birstall... este lugar se mira muy diferente de lo que he escuchado.,Birstall... this place looks very different from what I've heard.,Birstall... este lugar parece muito diferente do que ouvi falar.,比尔斯托尔……这里看起来和我听说的完全不一样。
DLG28_1710539613,"Birstall era la segunda ciudad más importante del país, hasta que [color=yellow]la niebla llegó.[/color]","Birstall was the second largest city in the country, until [color=yellow]the fog came.[/color]","Birstall era a segunda maior cidade do país, até que [color=yellow]a neblina chegou.[/color].",比尔斯托尔曾是全国第二大的城市，直到[color=yellow]迷雾来临。[/color]
DLG29_1710539613,Mi nombre es Evelyn. Construí esta pequeña morada improvisada para resguardarme de la niebla.,My name is Evelyn. I built this little makeshift abode to shelter me from the fog.,Meu nome é Evelyn. Construí esta pequena moradia improvisada para me proteger da neblina.,我叫伊芙琳。我搭了这间临时小屋，躲避迷雾。
DLG30_1710539613,... Con fe en que la [color=yellow]gracia de Athos[/color] nos salve.,... In faith that the [color=yellow]grace of Athos[/color] will save us.,... Na fé de que a [color=yellow]graça de Athos[/color] nos salvará.,……怀着 [color=yellow]阿托斯的恩典[/color] 会拯救我们的信念。
DLG33_1710539613,¿¡Qué ha dicho!?,What did you say?,O que você disse?,你刚刚说什么？
DLG34_1710539613,"Oh, ¿es acaso usted una Adeptis? No pensé que los Ahuizotes vendrían tan rápido en nuestro rescate.","Oh, are you an Adeptis? I didn't think the Ahuizotes would come to our rescue so quickly.","Oh, você é uma Adeptis? Não imaginei que os Ahuizotes viriam nos salvar tão rápido.",哦，你是 Adeptis 吗？没想到 Ahuizotes 会这么快来救我们。
DLG35_1710539613,"Señora, no soy ningún Adeptis. Mi nombre es Xandria, Alquimista Oficial de La Orden.","Madam, I am no Adeptis. My name is Xandria, Official Alchemist of The Order.","Senhora, não sou uma Adeptis. Meu nome é Xandria, Alquimista Oficial da Ordem. ",夫人，我不是 Adeptis。我叫珊德莉雅，是教团的正阶炼金术师。
DLG36_1710539613,¿La Orden? ¿Qué hace aquí? Hace décadas declaramos que solo seguimos las enseñanzas de Athos.,The Order? What are you doing here? Decades ago we declared that we only follow the teachings of Athos.,A Ordem? O que você está fazendo aqui? Décadas atrás declaramos que seguimos apenas os ensinamentos de Athos.,教团？你来这里做什么？几十年前我们就宣告过，我们只追随阿托斯的教诲。
DLG37_1710539613,"La niebla es un castigo divino que caerá también sobre las demás ciudades, hay que cubrirse bajo la piedad de nuestro señor Athos.",The fog is a divine punishment that will also fall on the other cities. We must take cover under the mercy of our lord Athos.,"A neblina é um castigo divino que cairá também sobre as outras cidades, devemos nos proteger sob a misericórdia de nosso senhor Athos.",迷雾是一种神罚，也终将降临到其他城市。我们必须依偎在吾主阿托斯的怜悯之下。
DLG38_1710539613,Los Ahuizotes comandados por el señor Trithemius han prometido velar por nuestro bienestar.,The Ahuizotes commanded by Lord Trithemius have promised to watch over our welfare.,Os Ahuizotes comandados pela Vossa Eminência Trithemius prometeram zelar pelo nosso bem-estar.,由特里特米乌斯大人统领的 Ahuizotes 已经答应会守护我们的安宁。
DLG39_1710539613,Pronto ellos nos liberarán de la niebla...,Soon they will free us from the fog...,Em breve eles nos libertarão da neblina...,很快，他们就会把我们从迷雾中解救出来……
DLG41_1710539613,Ahora entiendo las cosas... Ese maldito de Johannes ha estado metiendo basura en las mentes de estas personas durante años...,Now I understand things... That bastard Johannes has been putting garbage into the minds of these people for years...,Agora eu entendo... Aquele maldito do Johannes vem colocando besteiras na mente dessas pessoas há anos...,现在我算是明白了……那个混蛋约翰内斯，多年来一直在往这些人的脑子里灌垃圾……
DLG42_1710539613,No tiene caso discutir sobre creencias.,There's no point in arguing about beliefs.,Não adianta discutir sobre crenças.,和信仰没法讲道理。
DLG43_1710539613,"Debo adentrarme en esta ciudad, podría encontrar más pistas sobre Johannes.",I must go deeper into this town. I might find more clues about Johannes.,"Preciso saber mais sobre esta cidade, talvez encontre mais pistas sobre Johannes.",我得继续往镇子深处走。也许能找到更多关于约翰内斯的线索。
DLG53_1710539613,Hay un niño postrado en la cama...,There's a child lying in bed...,Tem uma criança deitada na cama...,床上躺着一个孩子……
DLG54_1710539613,Es mi querido nieto. Está siendo afectado por la maldición.,It's my dear grandson. He's being affected by the curse.,É meu querido neto. Ele está sendo afetado pela maldição.,那是我心爱的孙子。他正被诅咒侵蚀。
DLG55_1710539613,¿A qué se refiere?,What do you mean?,O que você quer dizer?,你这是什么意思？
DLG56_1710539613,"Exponerse a la niebla provoca que nuestras mentes se corrompan, que [color=yellow]veamos cosas que no deberian existir.[/color]","Exposure to the fog causes our minds to become corrupted, to [color=yellow]see things that should not exist.[/color]","A exposição à neblina faz com que nossas mentes sejam corrompidas, para [color=yellow]ver coisas que não deveriam existir.[/color]",长时间暴露在迷雾之中，会让我们的心智被腐蚀，[color=yellow]看见本不该存在的东西。[/color]
DLG57_1710539613,Muchos de los ciudadanos fueron afectados y se perdieron en la niebla.,Many of the citizens were affected and lost in the fog.,Muitos dos cidadãos foram afetados e perderam-se no nevoeiro.,很多市民都因此受害，迷失在了迷雾里。
DLG58_1710539613,"Si se pasa mucho tiempo expuesto tiempo después empiezan con la fiebre, el aire se hace dificil de respirar...","If you're exposed to it for too long, you will get a fever, and it becomes hard to breathe...","Se você passa muito tempo exposto, depois eles começam com febre, o ar fica difícil de respirar...",如果在迷雾里暴露太久，就会开始发烧，也会越来越难以呼吸……
DLG59_1710539613,"Mi hija sufrió todo eso y murió hace poco, [color=yellow]cuando la maldición llegó a comerse su piel, volviendola en carbón.[/color]","My daughter suffered this way and died recently, [color=yellow]when the curse came to eat her skin, turning it into charcoal.[/color]","Minha filha sofreu tudo isso e morreu recentemente, [color=yellow]quando veio a maldição de devorar sua pele, transformando-a em carvão.[/color]",我的女儿就是这么受折磨，前不久才死去，[color=yellow]诅咒蚕食了她的皮肤，把它烧成了木炭。[/color]
DLG64_1710539613,Hay algo extraño en todo esto...,There's something strange about all this...,Há algo estranho nisso tudo...,这一切有些不对劲……
DLG65_1710539613,Esa maldición es peligrosa.,That curse is dangerous.,Essa maldição é perigosa.,那诅咒很危险。
DLG66_1710539613,"Lo sé, por eso Los Ahuizotes harán todo lo posible para acabar con la niebla antes de que sea muy tarde para el resto.","I know, that's why the Ahuizotes will do everything they can to put an end to the fog before it's too late for the rest.","Eu sei, é por isso que os Ahuizotes farão tudo o que puderem para acabar com o nevoeiro antes que seja tarde para o resto.",我知道，所以 Ahuizotes 才会在为时已晚之前，竭尽全力想办法终结迷雾。
DLG67_1710539613,"¿Ah, sí? Pues que bien.","Oh, will they? Well, that's good.","Ah, eles vão? Bem, isso é bom.",哦，是吗？那可真是太好了。
DLG68_1710539613,"Le advierto que si se adentra en la niebla, [color=yellow]podría no encontrar el camino de regreso.[/color]","I warn you that if you go into the fog, [color=yellow]you might not find your way back.[/color]","Aviso que se você entrar no nevoeiro, [color=yellow]talvez você não encontre o caminho de volta.[/color].",我得提醒你，要是你走进迷雾，[color=yellow]就可能再也找不到回来的路。[/color]
